filename	title	text	source_url	file_size
011_凝音1.wav	凝音1	这个相片盒是爸爸送给我的礼物，我原本以为它早已和那艘商船一起沉入大海，但它又回到了我的手中，这对于我来说……是不敢再奢望更多的奇迹了。	https://web-static.kurobbs.com/wiki_audio/1739124135705177679.wav	2440552
012_凝音2.wav	凝音2	幼时的我从海岸边醒来，身边一片黑暗，我沿着海岸边走了很久很久，直到看到了提灯的光芒……温柔的教士们把我带到了明亮的屋子里，给予我食物和住所，我有了很多兄弟姐妹，他们都对我很好……在下着暴风雨的晚上，拉比和贝尼会悄悄来到我身边，陪我入睡，有它们在的夜晚很温暖，一点也不孤独……	https://web-static.kurobbs.com/wiki_audio/1739124137134724753.wav	5678874
013_关于卡提希娅.wav	关于卡提希娅	……我曾经做过一个梦，在梦中，漆黑的海面掀起风浪，在遮天蔽日的海潮之间，我似乎看到了圣女大人的身姿，她身上摇曳的影子像是她，却又仿佛不是她……	https://web-static.kurobbs.com/wiki_audio/1739124109978400338.wav	2807358
014_关于赞妮.wav	关于赞妮	在拉古那，并非所有人都对岁主怀有虔诚的信仰，对于修会中的一些教士而言，对岁主是否虔敬能够反映出一个人的品行……但赞妮小姐的勇敢和忠诚足以令人改变这种偏见，她是一个可靠的，值得尊敬的人。	https://web-static.kurobbs.com/wiki_audio/1739124110228153716.wav	2910958
015_关于布兰特.wav	关于布兰特	小时候妈妈给我讲过一个在风暴中追求自由的探险家的故事，见到舞台上的布兰特先生时，他就好像是从那个故事里走出来的船长一样，洒脱、正直、无拘无束。只是我有时也会觉得……布兰特先生始终承载着与他带来的欢笑等量的思念和悲伤。	https://web-static.kurobbs.com/wiki_audio/1739124110301481356.wav	3525474
016_关于洛可可.wav	关于洛可可	洛可可小姐或许看上去有些冷淡，但善意和温柔始终栖居于她的心中，又从她的心中满溢而出，变成欢笑温暖了周围的人。还有她的朋友佩洛……不知道，有没有机会和它成为朋友呢？	https://web-static.kurobbs.com/wiki_audio/1739124110077650010.wav	2833928
017_生日祝福.wav	生日祝福	锵锵——！祝你生日快乐！啊……这是，五彩纸屑！小时候过生日，爸爸妈妈都会这样为我庆祝，请收下这个，是用海蓝宝石镶嵌的青鸟，希望它能陪伴你跨越所有的惊涛骇浪，愿你的双眼永远明澈，愿幸运常伴你身旁……我深知你的命运并非神赐，而是由你亲手编织，无论你去往何方，我都会祈祷你能够平安喜乐。	https://web-static.kurobbs.com/wiki_audio/1739124149888558598.wav	5547826
018_闲趣1.wav	闲趣1	……愿您的爱永远长存，永不止息。	https://web-static.kurobbs.com/wiki_audio/1739124172881741279.wav	1437004
019_闲趣2.wav	闲趣2	咦……诶？原来你在这里呀……摸摸、摸摸……	https://web-static.kurobbs.com/wiki_audio/1739124173554293820.wav	2914672
020_闲趣3.wav	闲趣3	唔……啊……！呼……	https://web-static.kurobbs.com/wiki_audio/1739124173440971046.wav	2118358
021_自我介绍.wav	自我介绍	我是隐海修会的教士，菲比。岁主在上，愿你的旅途永远有爱与光明垂耀。	https://web-static.kurobbs.com/wiki_audio/1739124223158167033.wav	1192254
022_入队1.wav	入队1	交给我吧。	https://web-static.kurobbs.com/wiki_audio/1739124143471268930.wav	115644
023_入队2.wav	入队2	岁主在上，请允许我代为平息这场纷争。	https://web-static.kurobbs.com/wiki_audio/1739124143639844601.wav	652924
024_入队3.wav	入队3	愿岁主指引迷失者的归途。	https://web-static.kurobbs.com/wiki_audio/1739124143625408825.wav	414106
025_突破1.wav	突破1	这是……摇曳着波光的海面上，遥远的晴空。	https://web-static.kurobbs.com/wiki_audio/1739124165272580855.wav	850064
026_突破2.wav	突破2	我是否已有足够的力量，去面对那些令我迷茫的阴影？	https://web-static.kurobbs.com/wiki_audio/1739124165844517635.wav	870564
027_突破3.wav	突破3	因为你的光……让我看到了未曾见过的世界。	https://web-static.kurobbs.com/wiki_audio/1739124165276148338.wav	599084
028_突破4.wav	突破4	谢谢你，我会让从你这里得到的光辉，照亮更多的人。	https://web-static.kurobbs.com/wiki_audio/1739124165478214091.wav	834062
029_突破5.wav	突破5	自水中上升之后，我看到了金色的光芒……你给予我如此深重的恩典与教诲，也请允许我予以回应……你的愿望，亦是指引着我的福音。	https://web-static.kurobbs.com/wiki_audio/1739124166400698556.wav	2320862
030_重击1.wav	重击1	予以净化吧。	https://web-static.kurobbs.com/wiki_audio/1739124195970809711.wav	247150
031_重击2.wav	重击2	忏悔吧。	https://web-static.kurobbs.com/wiki_audio/1739124195507559376.wav	170426
032_共鸣技能1.wav	共鸣技能1	降临吧。	https://web-static.kurobbs.com/wiki_audio/1739124196334966519.wav	121378
033_共鸣技能2.wav	共鸣技能2	肃静！	https://web-static.kurobbs.com/wiki_audio/1739124196398314435.wav	135138
034_共鸣技能3.wav	共鸣技能3	风的方向。	https://web-static.kurobbs.com/wiki_audio/1739124196415233654.wav	147796
035_共鸣技能4.wav	共鸣技能4	在那边！	https://web-static.kurobbs.com/wiki_audio/1739124195426501678.wav	112472
036_共鸣技能5.wav	共鸣技能5	请回应我。	https://web-static.kurobbs.com/wiki_audio/1739124195502595650.wav	167552
037_共鸣技能6.wav	共鸣技能6	审判！	https://web-static.kurobbs.com/wiki_audio/1739124195488394337.wav	120206
038_共鸣解放1.wav	共鸣解放1	光辉的结晶啊，请降下恩典。	https://web-static.kurobbs.com/wiki_audio/1739124196005709000.wav	457344
039_共鸣解放2.wav	共鸣解放2	光明，予以祝颂！	https://web-static.kurobbs.com/wiki_audio/1739124195964661798.wav	332626
040_变奏技能.wav	变奏技能	愿岁主护佑……	https://web-static.kurobbs.com/wiki_audio/1739124196308978557.wav	215924
041_延奏技能1.wav	延奏技能1	请神侧耳聆听……	https://web-static.kurobbs.com/wiki_audio/1739124195952279360.wav	252132
042_延奏技能2.wav	延奏技能2	敬请光明垂耀。	https://web-static.kurobbs.com/wiki_audio/1739124195970353377.wav	273978
043_延奏技能3.wav	延奏技能3	以英白拉多之名。	https://web-static.kurobbs.com/wiki_audio/1739124195957181899.wav	250978
044_受击1.wav	受击1	请小心！	https://web-static.kurobbs.com/wiki_audio/1739124158911793895.wav	208760
045_受击2.wav	受击2	别担心，并不疼。	https://web-static.kurobbs.com/wiki_audio/1739124158923370861.wav	264336
046_重伤1.wav	重伤1	即使是荆棘之路……	https://web-static.kurobbs.com/wiki_audio/1739124216494225023.wav	234490
047_重伤2.wav	重伤2	庇护……是我的职责！	https://web-static.kurobbs.com/wiki_audio/1739124216501137593.wav	335910
048_重伤3.wav	重伤3	咽下苦难，才能予以拯救……	https://web-static.kurobbs.com/wiki_audio/1739124216516589142.wav	591922
049_力竭1.wav	力竭1	沉入……海底……	https://web-static.kurobbs.com/wiki_audio/1739124130067926056.wav	411128
050_力竭2.wav	力竭2	这不是离别……	https://web-static.kurobbs.com/wiki_audio/1739124130031445482.wav	339694
051_力竭3.wav	力竭3	愿光明……与你同在。	https://web-static.kurobbs.com/wiki_audio/1739124130053183274.wav	463342
052_声骸异能召唤.wav	声骸异能召唤	嗯，让我们一起！	https://web-static.kurobbs.com/wiki_audio/1739124154456896839.wav	253296
053_声骸异能变身.wav	声骸异能变身	这是岁主的赐福。	https://web-static.kurobbs.com/wiki_audio/1739124154442536358.wav	203702
054_进战提醒.wav	进战提醒	……阴霾渐近，要小心。	https://web-static.kurobbs.com/wiki_audio/1739124124370705216.wav	353628
055_滑翔.wav	滑翔	像飞鸟那样……	https://web-static.kurobbs.com/wiki_audio/1739124066889474776.wav	190538
056_感知.wav	感知	是指引的光芒。	https://web-static.kurobbs.com/wiki_audio/1739124066903970542.wav	214930
057_获得补给1.wav	获得补给1	……祂的赐福为我们带来喜乐。	https://web-static.kurobbs.com/wiki_audio/1739124118944857658.wav	467450
058_获得补给2.wav	获得补给2	珍惜来之不易的馈赠。	https://web-static.kurobbs.com/wiki_audio/1739124119001629080.wav	261996
059_获得补给3.wav	获得补给3	属于你的幸运。	https://web-static.kurobbs.com/wiki_audio/1739124119065740224.wav	391692
